"","Partido","agrotox","cartvdam","cons_mp","conv_interam_rac","correios","div_fundpart","dsil","eletrobras","fundeb_igrej","grilagem","imp_renda","improb_base","improb_dolo","improb_nep","ind.BC","jogazar","lib_san_bas","lic_amb","mineracao_votourg","minireftrab","pec.emg","posse_armas","precatorios","proib_desp_pand","refprev","sisteleit","sisteleit_col","sisteleit_dist","telecom","vot_imp"
"178982","PSDB",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62881","PSDB","Sim",NA,"Sim",NA,NA,"Sim","Não","Sim","Não","Sim",NA,"Sim",NA,NA,"Sim",NA,NA,NA,"Sim",NA,"Sim",NA,NA,"Não",NA,"Sim","Sim",NA,"Não",NA
"178984","PSDB","Não","Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim","Sim",NA,"Sim",NA,NA,"Não",NA,NA,NA,NA,NA,NA,NA,NA
"159238","PSDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207176","PSDB","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Não","Sim","Sim"
"178935","PSDB",NA,NA,"Sim",NA,"Sim","Não",NA,"Sim",NA,"Sim","Sim","Sim",NA,"Não",NA,"Sim",NA,"Sim","Sim","Sim",NA,NA,"Sim","Não",NA,"Sim","Sim","Não",NA,"Sim"
"204407","PSOL","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"204464","PSOL",NA,"Não","Não","Sim","Não","Sim","Sim","Não","Não",NA,"Sim","Não",NA,"Sim",NA,"Não","Não","Não","Não",NA,"Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"204509","PSOL","Não",NA,"Não","Sim","Não","Sim","Sim",NA,"Não","Não","Sim","Não","Sim","Sim","Não","Não","Não",NA,NA,"Não","Não","Não",NA,NA,"Não","Não","Não","Não",NA,"Não"
"204535","PSOL","Não","Não",NA,"Sim",NA,NA,"Sim","Não","Não",NA,NA,"Não",NA,NA,"Não","Não","Não","Não","Não",NA,"Não","Não",NA,"Sim","Não",NA,NA,NA,"Não",NA
"160672","PSOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134812","PSOL",NA,"Não",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"215044","PSOL","Não",NA,"Não",NA,"Não","Sim","Sim","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não",NA,NA,"Sim",NA,"Não","Não","Não","Não","Não"
"74784","PSOL","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Não","Não","Sim","Não","Não"
"73531","PSOL","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"152605","PSOL","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não",NA,"Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"141398","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não",NA,"Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"141488","PT","Não","Não","Sim","Sim","Não",NA,"Sim","Não",NA,"Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160575","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"159237","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"160592","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"160556","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"141464","PT","Não","Não","Sim",NA,"Não","Sim","Sim","Não","Não","Não","Sim","Sim",NA,"Não","Não",NA,"Não","Não","Não",NA,"Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"141470","PT","Não","Não","Sim","Sim","Não",NA,"Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"141335","PT","Não","Não","Sim",NA,"Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não",NA,"Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74400","PT","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não",NA,"Não","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74398","PT","Não","Não","Sim","Sim",NA,"Sim","Sim","Não","Não",NA,"Sim","Sim","Sim","Não","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sim","Não","Não",NA,NA,NA,NA
"74283","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74371","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não",NA,NA,"Sim",NA,NA,NA,NA,"Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"73433","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"73482","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74159","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim",NA,"Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74161","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74160","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74156","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"74376","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"73701","PT",NA,"Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não",NA,"Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"178925","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Sim","Não"
"73604","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não",NA,"Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"178873","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"178866","PT","Não","Não","Sim","Sim","Não",NA,NA,"Não","Não",NA,"Sim","Sim","Sim","Não",NA,"Não","Não","Não","Não","Não",NA,NA,"Não","Sim","Não",NA,"Sim","Não","Não","Não"
"160538","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160535","PT","Não",NA,NA,"Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160604","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não","Não"
"171617","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"171619","PT",NA,"Não",NA,"Sim",NA,NA,NA,NA,"Não",NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"204480","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"178970","PT","Não","Não","Sim","Sim","Não",NA,"Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não",NA,"Não","Não","Não","Não","Não","Sim","Não",NA,"Sim","Não",NA,"Não"
"132504","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"191923","PT","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"178986","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim",NA,NA,"Não","Não",NA,"Não","Não",NA,"Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"74571","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,"Não",NA,NA,NA,NA,NA
"74141","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160508","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim",NA,"Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160610","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"160569","PT","Não","Não","Sim","Sim","Não",NA,"Sim","Não","Não",NA,"Sim","Sim","Sim","Não","Não","Não","Não",NA,"Não",NA,"Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"209189","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não",NA,"Não","Sim","Sim","Sim","Não","Não","Não","Não",NA,"Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"188097","PT","Não",NA,"Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não",NA,"Não","Sim",NA,"Sim","Sim","Não","Não","Não"
"204559","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não",NA,"Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não","Não","Não",NA,"Não","Sim","Sim","Não","Não","Não"
"204555","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim",NA,"Não","Não","Não","Não","Não","Não",NA,"Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"178887","PT","Não",NA,"Sim","Sim","Não","Sim",NA,NA,"Não","Não","Sim",NA,"Sim","Não",NA,"Sim",NA,NA,"Não","Não",NA,NA,"Não",NA,NA,"Sim","Sim","Não",NA,"Não"
"178889","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"178853","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178857","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim",NA,"Não","Não","Não",NA,"Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204428","PT","Não",NA,"Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204453","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não"
"204426","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não",NA,"Não","Não","Não","Sim","Não","Sim",NA,NA,"Não","Não"
"204370","PT","Não","Não","Sim","Sim","Não","Sim",NA,"Não","Não","Não","Sim","Sim","Sim","Não",NA,"Não","Não","Não","Não","Não","Não",NA,"Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204467","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204501","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não",NA,"Não"
"204503","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não",NA
"107283","PT",NA,"Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204445","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204492","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204495","PT","Não","Não","Sim",NA,"Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"204393","PT","Não","Não","Sim","Sim","Não","Sim","Sim","Não",NA,"Não","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,"Sim","Não","Sim","Sim","Não","Não","Não"
"215361","PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178825","PT","Não",NA,"Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Não","Não","Não",NA,"Não","Não","Não","Não",NA,"Não","Sim",NA,"Sim","Sim","Não","Não","Não"
"90842","PTB",NA,"Sim",NA,"Sim",NA,NA,"Não",NA,"Sim",NA,NA,NA,NA,NA,"Sim",NA,"Sim",NA,NA,NA,"Sim","Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"74319","PTB",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA
"204454","PTB","Sim","Sim",NA,NA,NA,NA,NA,"Sim",NA,NA,NA,"Sim",NA,NA,"Sim","Não","Sim",NA,"Sim",NA,NA,"Sim",NA,"Não","Sim",NA,NA,NA,"Sim",NA
"122974","PTB","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"90201","PTB","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Não","Não","Sim",NA,"Não","Sim","Sim","Sim","Sim","Não","Sim","Não"
"81297","PTB","Sim","Sim","Não","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim"
"204538","PTB","Sim",NA,"Sim",NA,"Sim","Não","Não","Sim","Sim","Sim",NA,NA,"Sim","Não","Sim","Não",NA,"Sim","Sim","Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim"
"204537","PV","Não",NA,NA,NA,"Sim","Sim","Não","Não",NA,"Não","Não","Sim","Sim","Não","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Sim"
"204383","PV","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Não"
"69871","PV",NA,"Não","Sim","Sim","Não","Sim","Não","Não","Não","Não","Sim","Sim","Sim","Não",NA,"Sim","Não","Não","Não","Não","Não","Não","Não","Sim",NA,"Sim","Sim","Não","Não","Não"
"73586","PV","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim",NA,"Sim",NA,"Não","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não","Não","Sim","Sim"
"204468","REDE","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Sim","Sim","Sim","Não","Não",NA,"Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"157130","REDE","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","Não"
"204425","REPUBLICANOS","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Não",NA,"Sim","Não","Sim",NA,"Sim","Sim","Sim","Não","Sim","Não"
"98057","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA,"Sim","Sim",NA,NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não",NA,"Sim"
"204439","REPUBLICANOS","Sim","Sim",NA,"Sim",NA,NA,"Sim","Sim","Sim",NA,NA,"Sim",NA,NA,"Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,NA,NA,"Sim",NA
"204491","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"204405","REPUBLICANOS","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204443","REPUBLICANOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204505","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204506","REPUBLICANOS","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim",NA,"Sim","Não",NA,"Sim","Sim","Sim","Sim",NA,NA,"Não","Sim","Sim","Sim","Não","Sim","Sim"
"204408","REPUBLICANOS","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Não"
"204414","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204372","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204432","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"204558","REPUBLICANOS","Não","Não","Sim","Sim","Não","Sim","Sim","Não","Não","Não","Sim",NA,"Sim","Sim","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não","Não"
"204575","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Não","Sim","Sim","Sim","Não","Sim","Não"
"204571","REPUBLICANOS",NA,"Não","Sim","Sim","Sim","Sim","Não","Sim",NA,"Não","Sim","Sim","Sim","Não","Não","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim"
"205863","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim"
"205550","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"204421","REPUBLICANOS",NA,"Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim",NA,"Não","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim"
"204381","REPUBLICANOS","Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Sim","Não"
"204547","REPUBLICANOS",NA,"Sim","Não",NA,NA,NA,"Não","Sim","Sim",NA,NA,"Sim",NA,NA,"Sim","Não","Sim","Sim",NA,"Sim","Sim","Sim",NA,"Não","Sim",NA,"Sim",NA,NA,"Sim"
"150418","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,"Não",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"141408","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"74356","REPUBLICANOS","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Não","Sim",NA,"Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim"
"109429","REPUBLICANOS","Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim"
"118594","REPUBLICANOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204469","REPUBLICANOS",NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,NA
"204540","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim",NA,NA,"Sim","Sim","Não","Sim",NA,"Sim","Sim","Sim","Não",NA,"Sim"
"204545","REPUBLICANOS","Sim","Sim","Sim","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim"
"74044","REPUBLICANOS","Sim","Sim","Sim",NA,NA,NA,"Não","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim",NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"73441","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Não","Sim","Sim"
